,Zeit,Ch1,RPM-Value
0,20.24251174,0.29263165,1000.0
1,20.39357526,0.178020413,1000.2381129846506
2,20.54463878,0.280424536,1000.4763541493373
3,20.6957023,0.209555458,1000.714723494061
4,20.84676582,0.145129022,1000.9532210188211
5,20.99782934,0.1356346,1001.1918467236179
6,21.14889286,0.178698586,1001.4306006084512
7,21.29995638,0.063748262,1001.669482673321
8,21.4510199,0.15699705,1001.9084929182276
9,21.60208342,0.227866129,1002.1476313431706
10,21.75314694,0.078668068,1002.3868979481504
11,21.90421046,0.127835611,1002.6262927331666
12,22.05527398,0.233630599,1002.8658156982192
13,22.2063375,0.125122919,1003.1054668433087
14,22.35740102,0.190227527,1003.3452461684346
15,22.50846454,0.274999152,1003.5851536735972
16,22.65952806,0.13665186,1003.8251893587961
17,22.81059158,0.149876233,1004.065353224032
18,22.9616551,0.264148384,1004.3056452693044
19,23.11271863,0.143094503,1004.5460654946132
20,23.26378215,0.036960429,1004.7866138999584
21,23.41484567,0.27228646,1005.0272904853407
22,23.56590919,0.075277203,1005.2680952507594
23,23.71697271,0.077989895,1005.5090281962146
24,23.86803623,0.174290461,1005.7500893217062
25,24.01909975,0.038316775,1005.9912786272347
26,24.17016327,0.045776678,1006.2325961127998
27,24.32122679,0.164456953,1006.4740417784012
28,24.47229031,0.037977688,1006.7156156240393
29,24.62335383,0.129191957,1006.9573176497139
30,24.77441735,0.202434641,1007.1991478554253
31,24.92548087,-0.004747211,1007.4411062411732
32,25.07654439,0.102065037,1007.6831928069577
33,25.22760791,0.243803194,1007.9254075527787
34,25.37867143,-0.023057882,1008.1677504786363
35,25.52973495,0.144789936,1008.4102215845306
36,25.68079847,0.273981893,1008.6528208704611
37,25.83186199,0.060018311,1008.8955483364286
38,25.98292551,0.090197009,1009.1384039824327
39,26.13398903,0.268556509,1009.3813878084732
40,26.28505255,0.114272151,1009.6244998145502
41,26.43611607,0.14343359,1009.8677400006638
42,26.5871796,0.357397172,1010.1111083668143
43,26.73824312,0.081041674,1010.3546049130009
44,26.88930664,0.110881286,1010.5982296392244
45,27.04037016,0.329931165,1010.8419825454844
46,27.19143368,0.066121868,1011.0858636317811
47,27.3424972,0.13665186,1011.3298728981143
48,27.49356072,0.387914957,1011.5740103444841
49,27.64462424,0.078668068,1011.8182759708905
50,27.79568776,0.181411278,1012.0626697773336
51,27.94675128,0.302804245,1012.307191763813
52,28.0978148,0.029839612,1012.5518419303288
53,28.24887832,0.035604083,1012.7966202768816
54,28.39994184,0.377403276,1013.0415268034711
55,28.55100536,-0.028822353,1013.2865615100968
56,28.70206888,0.092231528,1013.5317243967593
57,28.8531324,0.243125021,1013.7770154634582
58,29.00419592,-0.093587874,1014.0224347101937
59,29.15525944,0.221084399,1014.267982136966
60,29.30632296,0.199043776,1014.5136577437747
61,29.45738648,-0.110881286,1014.75946153062
62,29.60845,0.14241633,1015.005393497502
63,29.75951352,0.220745312,1015.2514536444206
64,29.91057704,-0.139025465,1015.4976419713755
65,30.06164056,0.189549354,1015.7439584783673
66,30.21270409,0.256349395,1015.9904031653956
67,30.36376761,-0.07561629,1016.2369760324605
68,30.51483113,0.187514835,1016.4836770795616
69,30.66589465,0.25194127,1016.7305063066997
70,30.81695817,-0.069173646,1016.9774637138744
71,30.96802169,0.304160591,1017.2245493010855
72,31.11908521,0.249567665,1017.4717630683332
73,31.27014873,-0.016615239,1017.7191050156176
74,31.42121225,0.300769726,1017.9665751429385
75,31.57227577,0.148858974,1018.214173450296
76,31.72333929,-0.028822353,1018.4618999376901
77,31.87440281,0.35468448,1018.7097546051207
78,32.02546633,0.296361602,1018.9577374525879
79,32.17652985,0.010172595,1019.2058484800918
80,32.32759337,0.340781933,1019.4540876876321
81,32.47865689,0.193279306,1019.7024550752092
82,32.62972041,-0.064426435,1019.9509506428228
83,32.78078393,0.410294666,1020.1995743904731
84,32.93184745,0.227527042,1020.4483263181595
85,33.08291097,-0.040012207,1020.697206425883
86,33.23397449,0.482520091,1020.946214713643
87,33.38503801,0.113593978,1021.1953511814393
88,33.53610153,-0.106134075,1021.4446158292724
89,33.68716506,0.355362653,1021.6940086571421
90,33.83822858,0.059001051,1021.9435296650483
91,33.9892921,0.0678173,1022.1931788529911
92,34.14035562,0.399443898,1022.4429562209705
93,34.29141914,0.006103557,1022.6928617689864
94,34.44248266,-0.003051779,1022.942895497039
95,34.59354618,0.396053033,1023.1930574051282
96,34.7446097,-0.121392967,1023.4433474932537
97,34.89567322,0.056966532,1023.6937657614162
98,35.04673674,0.310603235,1023.9443122096152
99,35.19780026,-0.158692482,1024.1949868378506
100,35.34886378,0.116645756,1024.4457896461224
101,35.4999273,0.436404327,1024.6967206344314
102,35.65099082,-0.133939168,1024.9477798027765
103,35.80205434,0.247533146,1025.1989671511583
104,35.95311786,0.371299719,1025.4502826795765
105,36.10418138,-0.094266047,1025.7017263880316
106,36.2552449,0.199382863,1025.9532982765231
107,36.40630842,0.237021464,1026.2049983450513
108,36.55737194,-0.030856872,1026.456826593616
109,36.70843546,0.317384965,1026.7087830222172
110,36.85949898,0.283137228,1026.960867630855
111,37.0105625,-0.035943169,1027.2130804195297
112,37.16162602,0.388932217,1027.4654213882404
113,37.31268955,0.239734156,1027.7178905369883
114,37.46375307,-0.020684277,1027.9704878657726
115,37.61481659,0.346207317,1028.2232133745933
116,37.76588011,0.150554406,1028.4760670634507
117,37.91694363,-0.047133024,1028.7290489323448
118,38.06800715,0.412668272,1028.9821589812752
119,38.21907067,0.131226476,1029.2353972102421
